0.012272, 0.012272, 0.012272, 0.012272, 0.012272, 0.012272, 0.012272, 0.012272
0.026075, 0.026075, 0.026075, 0.026075, 0.026075, 0.026075, 0.026075, 0.026075
0.038340, 0.038340, 0.038340, 0.038340, 0.038340, 0.038340, 0.038340, 0.038340
0.052132, 0.052132, 0.052132, 0.052132, 0.052132, 0.052132, 0.052132, 0.052132
0.064383, 0.064383, 0.064383, 0.064383, 0.064383, 0.064383, 0.064383, 0.064383
0.078153, 0.078153, 0.078153, 0.078153, 0.078153, 0.078153, 0.078153, 0.078153
0.090381, 0.090381, 0.090381, 0.090381, 0.090381, 0.090381, 0.090381, 0.090381
0.104122, 0.104122, 0.104122, 0.104122, 0.104122, 0.104122, 0.104122, 0.104122
0.116319, 0.116319, 0.116319, 0.116319, 0.116319, 0.116319, 0.116319, 0.116319
0.130019, 0.130019, 0.130019, 0.130019, 0.130019, 0.130019, 0.130019, 0.130019
0.142177, 0.142177, 0.142177, 0.142177, 0.142177, 0.142177, 0.142177, 0.142177
0.155828, 0.155828, 0.155828, 0.155828, 0.155828, 0.155828, 0.155828, 0.155828
0.167938, 0.167938, 0.167938, 0.167938, 0.167938, 0.167938, 0.167938, 0.167938
0.181532, 0.181532, 0.181532, 0.181532, 0.181532, 0.181532, 0.181532, 0.181532
0.193586, 0.193586, 0.193586, 0.193586, 0.193586, 0.193586, 0.193586, 0.193586
0.207111, 0.207111, 0.207111, 0.207111, 0.207111, 0.207111, 0.207111, 0.207111
0.220598, 0.220598, 0.220598, 0.220598, 0.220598, 0.220598, 0.220598, 0.220598
0.232551, 0.232551, 0.232551, 0.232551, 0.232551, 0.232551, 0.232551, 0.232551
0.245955, 0.245955, 0.245955, 0.245955, 0.245955, 0.245955, 0.245955, 0.245955
0.257831, 0.257831, 0.257831, 0.257831, 0.257831, 0.257831, 0.257831, 0.257831
0.271145, 0.271145, 0.271145, 0.271145, 0.271145, 0.271145, 0.271145, 0.271145
0.282937, 0.282937, 0.282937, 0.282937, 0.282937, 0.282937, 0.282937, 0.282937
0.296151, 0.296151, 0.296151, 0.296151, 0.296151, 0.296151, 0.296151, 0.296151
0.307850, 0.307850, 0.307850, 0.307850, 0.307850, 0.307850, 0.307850, 0.307850
0.320956, 0.320956, 0.320956, 0.320956, 0.320956, 0.320956, 0.320956, 0.320956
0.332554, 0.332554, 0.332554, 0.332554, 0.332554, 0.332554, 0.332554, 0.332554
0.345542, 0.345542, 0.345542, 0.345542, 0.345542, 0.345542, 0.345542, 0.345542
0.357031, 0.357031, 0.357031, 0.357031, 0.357031, 0.357031, 0.357031, 0.357031
0.369893, 0.369893, 0.369893, 0.369893, 0.369893, 0.369893, 0.369893, 0.369893
0.381266, 0.381266, 0.381266, 0.381266, 0.381266, 0.381266, 0.381266, 0.381266
0.393993, 0.393993, 0.393993, 0.393993, 0.393993, 0.393993, 0.393993, 0.393993
0.406644, 0.406644, 0.406644, 0.406644, 0.406644, 0.406644, 0.406644, 0.406644
0.417824, 0.417824, 0.417824, 0.417824, 0.417824, 0.417824, 0.417824, 0.417824
0.430327, 0.430327, 0.430327, 0.430327, 0.430327, 0.430327, 0.430327, 0.430327
0.441372, 0.441372, 0.441372, 0.441372, 0.441372, 0.441372, 0.441372, 0.441372
0.453718, 0.453718, 0.453718, 0.453718, 0.453718, 0.453718, 0.453718, 0.453718
0.464620, 0.464620, 0.464620, 0.464620, 0.464620, 0.464620, 0.464620, 0.464620
0.476800, 0.476800, 0.476800, 0.476800, 0.476800, 0.476800, 0.476800, 0.476800
0.487551, 0.487551, 0.487551, 0.487551, 0.487551, 0.487551, 0.487551, 0.487551
0.499558, 0.499558, 0.499558, 0.499558, 0.499558, 0.499558, 0.499558, 0.499558
0.510151, 0.510151, 0.510151, 0.510151, 0.510151, 0.510151, 0.510151, 0.510151
0.521976, 0.521976, 0.521976, 0.521976, 0.521976, 0.521976, 0.521976, 0.521976
0.532404, 0.532404, 0.532404, 0.532404, 0.532404, 0.532404, 0.532404, 0.532404
0.544039, 0.544039, 0.544039, 0.544039, 0.544039, 0.544039, 0.544039, 0.544039
0.554295, 0.554295, 0.554295, 0.554295, 0.554295, 0.554295, 0.554295, 0.554295
0.565733, 0.565733, 0.565733, 0.565733, 0.565733, 0.565733, 0.565733, 0.565733
0.577063, 0.577063, 0.577063, 0.577063, 0.577063, 0.577063, 0.577063, 0.577063
0.587041, 0.587041, 0.587041, 0.587041, 0.587041, 0.587041, 0.587041, 0.587041
0.598162, 0.598162, 0.598162, 0.598162, 0.598162, 0.598162, 0.598162, 0.598162
0.607951, 0.607951, 0.607951, 0.607951, 0.607951, 0.607951, 0.607951, 0.607951
0.618854, 0.618854, 0.618854, 0.618854, 0.618854, 0.618854, 0.618854, 0.618854
0.628447, 0.628447, 0.628447, 0.628447, 0.628447, 0.628447, 0.628447, 0.628447
0.639126, 0.639126, 0.639126, 0.639126, 0.639126, 0.639126, 0.639126, 0.639126
0.648516, 0.648516, 0.648516, 0.648516, 0.648516, 0.648516, 0.648516, 0.648516
0.658962, 0.658962, 0.658962, 0.658962, 0.658962, 0.658962, 0.658962, 0.658962
0.668143, 0.668143, 0.668143, 0.668143, 0.668143, 0.668143, 0.668143, 0.668143
0.678351, 0.678351, 0.678351, 0.678351, 0.678351, 0.678351, 0.678351, 0.678351
0.687317, 0.687317, 0.687317, 0.687317, 0.687317, 0.687317, 0.687317, 0.687317
0.697279, 0.697279, 0.697279, 0.697279, 0.697279, 0.697279, 0.697279, 0.697279
0.706023, 0.706023, 0.706023, 0.706023, 0.706023, 0.706023, 0.706023, 0.706023
0.715732, 0.715732, 0.715732, 0.715732, 0.715732, 0.715732, 0.715732, 0.715732
0.725305, 0.725305, 0.725305, 0.725305, 0.725305, 0.725305, 0.725305, 0.725305
0.733699, 0.733699, 0.733699, 0.733699, 0.733699, 0.733699, 0.733699, 0.733699
0.743009, 0.743009, 0.743009, 0.743009, 0.743009, 0.743009, 0.743009, 0.743009
0.751166, 0.751166, 0.751166, 0.751166, 0.751166, 0.751166, 0.751166, 0.751166
0.760208, 0.760208, 0.760208, 0.760208, 0.760208, 0.760208, 0.760208, 0.760208
0.768123, 0.768123, 0.768123, 0.768123, 0.768123, 0.768123, 0.768123, 0.768123
0.776890, 0.776890, 0.776890, 0.776890, 0.776890, 0.776890, 0.776890, 0.776890
0.784558, 0.784558, 0.784558, 0.784558, 0.784558, 0.784558, 0.784558, 0.784558
0.793043, 0.793043, 0.793043, 0.793043, 0.793043, 0.793043, 0.793043, 0.793043
0.800459, 0.800459, 0.800459, 0.800459, 0.800459, 0.800459, 0.800459, 0.800459
0.808658, 0.808658, 0.808658, 0.808658, 0.808658, 0.808658, 0.808658, 0.808658
0.815816, 0.815816, 0.815816, 0.815816, 0.815816, 0.815816, 0.815816, 0.815816
0.823722, 0.823722, 0.823722, 0.823722, 0.823722, 0.823722, 0.823722, 0.823722
0.830618, 0.830618, 0.830618, 0.830618, 0.830618, 0.830618, 0.830618, 0.830618
0.838226, 0.838226, 0.838226, 0.838226, 0.838226, 0.838226, 0.838226, 0.838226
0.845675, 0.845675, 0.845675, 0.845675, 0.845675, 0.845675, 0.845675, 0.845675
0.852160, 0.852160, 0.852160, 0.852160, 0.852160, 0.852160, 0.852160, 0.852160
0.859303, 0.859303, 0.859303, 0.859303, 0.859303, 0.859303, 0.859303, 0.859303
0.865515, 0.865515, 0.865515, 0.865515, 0.865515, 0.865515, 0.865515, 0.865515
0.872347, 0.872347, 0.872347, 0.872347, 0.872347, 0.872347, 0.872347, 0.872347
0.878281, 0.878281, 0.878281, 0.878281, 0.878281, 0.878281, 0.878281, 0.878281
0.884798, 0.884798, 0.884798, 0.884798, 0.884798, 0.884798, 0.884798, 0.884798
0.890450, 0.890450, 0.890450, 0.890450, 0.890450, 0.890450, 0.890450, 0.890450
0.896648, 0.896648, 0.896648, 0.896648, 0.896648, 0.896648, 0.896648, 0.896648
0.902013, 0.902013, 0.902013, 0.902013, 0.902013, 0.902013, 0.902013, 0.902013
0.907887, 0.907887, 0.907887, 0.907887, 0.907887, 0.907887, 0.907887, 0.907887
0.912963, 0.912963, 0.912963, 0.912963, 0.912963, 0.912963, 0.912963, 0.912963
0.918509, 0.918509, 0.918509, 0.918509, 0.918509, 0.918509, 0.918509, 0.918509
0.923293, 0.923293, 0.923293, 0.923293, 0.923293, 0.923293, 0.923293, 0.923293
0.928507, 0.928507, 0.928507, 0.928507, 0.928507, 0.928507, 0.928507, 0.928507
0.933545, 0.933545, 0.933545, 0.933545, 0.933545, 0.933545, 0.933545, 0.933545
0.937873, 0.937873, 0.937873, 0.937873, 0.937873, 0.937873, 0.937873, 0.937873
0.942574, 0.942574, 0.942574, 0.942574, 0.942574, 0.942574, 0.942574, 0.942574
0.946602, 0.946602, 0.946602, 0.946602, 0.946602, 0.946602, 0.946602, 0.946602
0.950963, 0.950963, 0.950963, 0.950963, 0.950963, 0.950963, 0.950963, 0.950963
0.954687, 0.954687, 0.954687, 0.954687, 0.954687, 0.954687, 0.954687, 0.954687
0.958704, 0.958704, 0.958704, 0.958704, 0.958704, 0.958704, 0.958704, 0.958704
0.962122, 0.962122, 0.962122, 0.962122, 0.962122, 0.962122, 0.962122, 0.962122
0.965794, 0.965794, 0.965794, 0.965794, 0.965794, 0.965794, 0.965794, 0.965794
0.968904, 0.968904, 0.968904, 0.968904, 0.968904, 0.968904, 0.968904, 0.968904
0.972227, 0.972227, 0.972227, 0.972227, 0.972227, 0.972227, 0.972227, 0.972227
0.975026, 0.975026, 0.975026, 0.975026, 0.975026, 0.975026, 0.975026, 0.975026
0.977999, 0.977999, 0.977999, 0.977999, 0.977999, 0.977999, 0.977999, 0.977999
0.980486, 0.980486, 0.980486, 0.980486, 0.980486, 0.980486, 0.980486, 0.980486
0.983106, 0.983106, 0.983106, 0.983106, 0.983106, 0.983106, 0.983106, 0.983106
0.985539, 0.985539, 0.985539, 0.985539, 0.985539, 0.985539, 0.985539, 0.985539
0.987545, 0.987545, 0.987545, 0.987545, 0.987545, 0.987545, 0.987545, 0.987545
0.989622, 0.989622, 0.989622, 0.989622, 0.989622, 0.989622, 0.989622, 0.989622
0.991311, 0.991311, 0.991311, 0.991311, 0.991311, 0.991311, 0.991311, 0.991311
0.993033, 0.993033, 0.993033, 0.993033, 0.993033, 0.993033, 0.993033, 0.993033
0.994404, 0.994404, 0.994404, 0.994404, 0.994404, 0.994404, 0.994404, 0.994404
0.995768, 0.995768, 0.995768, 0.995768, 0.995768, 0.995768, 0.995768, 0.995768
0.996821, 0.996821, 0.996821, 0.996821, 0.996821, 0.996821, 0.996821, 0.996821
0.997826, 0.997826, 0.997826, 0.997826, 0.997826, 0.997826, 0.997826, 0.997826
0.998559, 0.998559, 0.998559, 0.998559, 0.998559, 0.998559, 0.998559, 0.998559
0.999205, 0.999205, 0.999205, 0.999205, 0.999205, 0.999205, 0.999205, 0.999205
0.999619, 0.999619, 0.999619, 0.999619, 0.999619, 0.999619, 0.999619, 0.999619
0.999905, 0.999905, 0.999905, 0.999905, 0.999905, 0.999905, 0.999905, 0.999905
0.999999, 0.999999, 0.999999, 0.999999, 0.999999, 0.999999, 0.999999, 0.999999
0.999925, 0.999925, 0.999925, 0.999925, 0.999925, 0.999925, 0.999925, 0.999925
0.999660, 0.999660, 0.999660, 0.999660, 0.999660, 0.999660, 0.999660, 0.999660
0.999265, 0.999265, 0.999265, 0.999265, 0.999265, 0.999265, 0.999265, 0.999265
0.998640, 0.998640, 0.998640, 0.998640, 0.998640, 0.998640, 0.998640, 0.998640
0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925, 0.997925
0.996941, 0.996941, 0.996941, 0.996941, 0.996941, 0.996941, 0.996941, 0.996941
0.995907, 0.995907, 0.995907, 0.995907, 0.995907, 0.995907, 0.995907, 0.995907
0.994564, 0.994564, 0.994564, 0.994564, 0.994564, 0.994564, 0.994564, 0.994564
0.993211, 0.993211, 0.993211, 0.993211, 0.993211, 0.993211, 0.993211, 0.993211
0.991511, 0.991511, 0.991511, 0.991511, 0.991511, 0.991511, 0.991511, 0.991511
0.989841, 0.989841, 0.989841, 0.989841, 0.989841, 0.989841, 0.989841, 0.989841
0.987783, 0.987783, 0.987783, 0.987783, 0.987783, 0.987783, 0.987783, 0.987783
0.985797, 0.985797, 0.985797, 0.985797, 0.985797, 0.985797, 0.985797, 0.985797
0.983384, 0.983384, 0.983384, 0.983384, 0.983384, 0.983384, 0.983384, 0.983384
0.981083, 0.981083, 0.981083, 0.981083, 0.981083, 0.981083, 0.981083, 0.981083
0.978316, 0.978316, 0.978316, 0.978316, 0.978316, 0.978316, 0.978316, 0.978316
0.975364, 0.975364, 0.975364, 0.975364, 0.975364, 0.975364, 0.975364, 0.975364
0.972583, 0.972583, 0.972583, 0.972583, 0.972583, 0.972583, 0.972583, 0.972583
0.969280, 0.969280, 0.969280, 0.969280, 0.969280, 0.969280, 0.969280, 0.969280
0.966189, 0.966189, 0.966189, 0.966189, 0.966189, 0.966189, 0.966189, 0.966189
0.962537, 0.962537, 0.962537, 0.962537, 0.962537, 0.962537, 0.962537, 0.962537
0.959137, 0.959137, 0.959137, 0.959137, 0.959137, 0.959137, 0.959137, 0.959137
0.955140, 0.955140, 0.955140, 0.955140, 0.955140, 0.955140, 0.955140, 0.955140
0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434
0.947093, 0.947093, 0.947093, 0.947093, 0.947093, 0.947093, 0.947093, 0.947093
0.943083, 0.943083, 0.943083, 0.943083, 0.943083, 0.943083, 0.943083, 0.943083
0.938402, 0.938402, 0.938402, 0.938402, 0.938402, 0.938402, 0.938402, 0.938402
0.934091, 0.934091, 0.934091, 0.934091, 0.934091, 0.934091, 0.934091, 0.934091
0.929073, 0.929073, 0.929073, 0.929073, 0.929073, 0.929073, 0.929073, 0.929073
0.924464, 0.924464, 0.924464, 0.924464, 0.924464, 0.924464, 0.924464, 0.924464
0.919112, 0.919112, 0.919112, 0.919112, 0.919112, 0.919112, 0.919112, 0.919112
0.913585, 0.913585, 0.913585, 0.913585, 0.913585, 0.913585, 0.913585, 0.913585
0.908526, 0.908526, 0.908526, 0.908526, 0.908526, 0.908526, 0.908526, 0.908526
0.902671, 0.902671, 0.902671, 0.902671, 0.902671, 0.902671, 0.902671, 0.902671
0.897322, 0.897322, 0.897322, 0.897322, 0.897322, 0.897322, 0.897322, 0.897322
0.891143, 0.891143, 0.891143, 0.891143, 0.891143, 0.891143, 0.891143, 0.891143
0.885508, 0.885508, 0.885508, 0.885508, 0.885508, 0.885508, 0.885508, 0.885508
0.879010, 0.879010, 0.879010, 0.879010, 0.879010, 0.879010, 0.879010, 0.879010
0.873092, 0.873092, 0.873092, 0.873092, 0.873092, 0.873092, 0.873092, 0.873092
0.866278, 0.866278, 0.866278, 0.866278, 0.866278, 0.866278, 0.866278, 0.866278
0.860083, 0.860083, 0.860083, 0.860083, 0.860083, 0.860083, 0.860083, 0.860083
0.852958, 0.852958, 0.852958, 0.852958, 0.852958, 0.852958, 0.852958, 0.852958
0.846488, 0.846488, 0.846488, 0.846488, 0.846488, 0.846488, 0.846488, 0.846488
0.839057, 0.839057, 0.839057, 0.839057, 0.839057, 0.839057, 0.839057, 0.839057
0.832318, 0.832318, 0.832318, 0.832318, 0.832318, 0.832318, 0.832318, 0.832318
0.824586, 0.824586, 0.824586, 0.824586, 0.824586, 0.824586, 0.824586, 0.824586
0.816697, 0.816697, 0.816697, 0.816697, 0.816697, 0.816697, 0.816697, 0.816697
0.809554, 0.809554, 0.809554, 0.809554, 0.809554, 0.809554, 0.809554, 0.809554
0.801373, 0.801373, 0.801373, 0.801373, 0.801373, 0.801373, 0.801373, 0.801373
0.793972, 0.793972, 0.793972, 0.793972, 0.793972, 0.793972, 0.793972, 0.793972
0.785503, 0.785503, 0.785503, 0.785503, 0.785503, 0.785503, 0.785503, 0.785503
0.777850, 0.777850, 0.777850, 0.777850, 0.777850, 0.777850, 0.777850, 0.777850
0.769100, 0.769100, 0.769100, 0.769100, 0.769100, 0.769100, 0.769100, 0.769100
0.761199, 0.761199, 0.761199, 0.761199, 0.761199, 0.761199, 0.761199, 0.761199
0.752173, 0.752173, 0.752173, 0.752173, 0.752173, 0.752173, 0.752173, 0.752173
0.744030, 0.744030, 0.744030, 0.744030, 0.744030, 0.744030, 0.744030, 0.744030
0.734735, 0.734735, 0.734735, 0.734735, 0.734735, 0.734735, 0.734735, 0.734735
0.726355, 0.726355, 0.726355, 0.726355, 0.726355, 0.726355, 0.726355, 0.726355
0.716797, 0.716797, 0.716797, 0.716797, 0.716797, 0.716797, 0.716797, 0.716797
0.708186, 0.708186, 0.708186, 0.708186, 0.708186, 0.708186, 0.708186, 0.708186
0.698372, 0.698372, 0.698372, 0.698372, 0.698372, 0.698372, 0.698372, 0.698372
0.688424, 0.688424, 0.688424, 0.688424, 0.688424, 0.688424, 0.688424, 0.688424
0.679472, 0.679472, 0.679472, 0.679472, 0.679472, 0.679472, 0.679472, 0.679472
0.669278, 0.669278, 0.669278, 0.669278, 0.669278, 0.669278, 0.669278, 0.669278
0.660110, 0.660110, 0.660110, 0.660110, 0.660110, 0.660110, 0.660110, 0.660110
0.649676, 0.649676, 0.649676, 0.649676, 0.649676, 0.649676, 0.649676, 0.649676
0.640298, 0.640298, 0.640298, 0.640298, 0.640298, 0.640298, 0.640298, 0.640298
0.629633, 0.629633, 0.629633, 0.629633, 0.629633, 0.629633, 0.629633, 0.629633
0.620052, 0.620052, 0.620052, 0.620052, 0.620052, 0.620052, 0.620052, 0.620052
0.609162, 0.609162, 0.609162, 0.609162, 0.609162, 0.609162, 0.609162, 0.609162
0.599384, 0.599384, 0.599384, 0.599384, 0.599384, 0.599384, 0.599384, 0.599384
0.588276, 0.588276, 0.588276, 0.588276, 0.588276, 0.588276, 0.588276, 0.588276
0.578308, 0.578308, 0.578308, 0.578308, 0.578308, 0.578308, 0.578308, 0.578308
0.566990, 0.566990, 0.566990, 0.566990, 0.566990, 0.566990, 0.566990, 0.566990
0.556839, 0.556839, 0.556839, 0.556839, 0.556839, 0.556839, 0.556839, 0.556839
0.545319, 0.545319, 0.545319, 0.545319, 0.545319, 0.545319, 0.545319, 0.545319
0.533695, 0.533695, 0.533695, 0.533695, 0.533695, 0.533695, 0.533695, 0.533695
0.523277, 0.523277, 0.523277, 0.523277, 0.523277, 0.523277, 0.523277, 0.523277
0.511463, 0.511463, 0.511463, 0.511463, 0.511463, 0.511463, 0.511463, 0.511463
0.500879, 0.500879, 0.500879, 0.500879, 0.500879, 0.500879, 0.500879, 0.500879
0.488883, 0.488883, 0.488883, 0.488883, 0.488883, 0.488883, 0.488883, 0.488883
0.478141, 0.478141, 0.478141, 0.478141, 0.478141, 0.478141, 0.478141, 0.478141
0.465970, 0.465970, 0.465970, 0.465970, 0.465970, 0.465970, 0.465970, 0.465970
